site,x,y,z,reference_psi,fpga_psi,reference_density,fpga_density,density_error
429,5,5,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
430,6,5,6,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
431,7,5,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
432,0,6,6,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
433,1,6,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
434,2,6,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
435,3,6,6,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
436,4,6,6,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
437,5,6,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
438,6,6,6,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
439,7,6,6,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
440,0,7,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
441,1,7,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
442,2,7,6,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
443,3,7,6,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
444,4,7,6,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
445,5,7,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
446,6,7,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
447,7,7,6,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
448,0,0,7,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
449,1,0,7,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
450,2,0,7,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
451,3,0,7,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
452,4,0,7,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
453,5,0,7,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
454,6,0,7,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
455,7,0,7,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
456,0,1,7,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
457,1,1,7,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
458,2,1,7,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
459,3,1,7,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
460,4,1,7,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
461,5,1,7,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
462,6,1,7,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
463,7,1,7,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
464,0,2,7,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
465,1,2,7,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
466,2,2,7,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
467,3,2,7,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
468,4,2,7,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
469,5,2,7,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
470,6,2,7,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
471,7,2,7,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
472,0,3,7,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
473,1,3,7,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
474,2,3,7,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
475,3,3,7,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
476,4,3,7,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
477,5,3,7,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
478,6,3,7,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
479,7,3,7,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
480,0,4,7,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
481,1,4,7,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
482,2,4,7,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
483,3,4,7,7.62939453125e-05,7.6293900000000005e-05,5.8207660913467407e-09,5.820759177210001e-09,-6.9141367397252766e-15
484,4,4,7,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
485,5,4,7,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
486,6,4,7,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
487,7,4,7,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
488,0,5,7,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
489,1,5,7,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
490,2,5,7,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
491,3,5,7,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
492,4,5,7,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
493,5,5,7,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
494,6,5,7,1.52587890625e-05,1.52588e-05,2.3283064365386963e-10,2.3283097744000001e-10,3.3378613038360901e-16
495,7,5,7,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
496,0,6,7,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
497,1,6,7,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
498,2,6,7,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
499,3,6,7,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
500,4,6,7,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
501,5,6,7,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
502,6,6,7,1.52587890625e-05,1.52588e-05,2.3283064365386963e-10,2.3283097744000001e-10,3.3378613038360901e-16
503,7,6,7,1.52587890625e-05,1.52588e-05,2.3283064365386963e-10,2.3283097744000001e-10,3.3378613038360901e-16
504,0,7,7,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
505,1,7,7,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
506,2,7,7,4.57763671875e-05,4.5776399999999998e-05,2.0954757928848267e-09,2.0954787969599999e-09,3.0040751732456859e-15
507,3,7,7,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
508,4,7,7,6.103515625e-05,6.1035200000000001e-05,3.7252902984619141e-09,3.7252956390400002e-09,5.3405780861377442e-15
509,5,7,7,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
510,6,7,7,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
511,7,7,7,3.0517578125e-05,3.0517600000000001e-05,9.3132257461547852e-10,9.3132390976000005e-10,1.335144521534436e-15
